Parcel ID,True Positive,False Negative,Adjusted IoU
46,605.1590580163399,43.04782646826095,0.9335893716980669
47,1119.418493423872,459.60415371632394,0.7089312464588626
48,168.42735383405704,813.6494978403243,0.17150119519353157
49,86.3485539018051,1182.796295624574,0.06803679968762333
50,489.3291600756685,238.97424730179705,0.6718754232356058
51,1164.6823325048783,898.8575765234743,0.5644098897284161
52,0.0,269.7408702016553,0.0
53,0.0,117.16709266408856,0.0
54,5931.743010787021,1249.2597723100462,0.8260326851215538
55,1601.490070916423,1853.1260087166143,0.46357975358192033
56,30.593575893130225,75.4031723258412,0.2886274947786988
57,2296.6157374917175,2011.318765902537,0.5331129653160224
58,0.0,158.82382364483743,0.0
59,1214.1318633312223,1763.8729116717666,0.40769977050490247
60,3811.006591953841,307.458235463595,0.9253463976633273
61,1937.4674637155692,1649.005976287832,0.5402151991717334
62,9565.665742043697,2196.630082658492,0.8132481859497774
63,1105.0232592324526,1641.1541909775385,0.4023859634955327
64,2938.5769597445333,1380.8444584363751,0.6803172636445584
65,0.5503614432697348,1400.2535782342015,0.00039288970260638545
66,812.1346412324413,120.86399695227738,0.8704564058234474
67,3868.2338603165845,164.44994407600416,0.9592207194878811
68,464.78661627801773,164.3648884503183,0.7387514975088709
69,33712.981140219475,6984.193239833592,0.8283862861187542
70,5134.9793103805505,2701.6033886383702,0.65525746458637
71,4098.52573366647,716.0555756711838,0.8512735522230297
72,4898.699905392801,4452.991783229496,0.5238303473320006
73,18067.015879777457,5204.371377292515,0.7763617905627264
74,1818.9686058616257,7224.790293240278,0.2011297101299615
75,46097.387702620676,8639.37111781058,0.8421650951940214
76,12466.336008554137,1601.9479471441373,0.8861305364471779
77,0.0,189.69169901722918,0.0
78,10283.980141084878,1994.1889904139953,0.8375825443471023
79,18703.10351879768,3882.9126192379917,0.8280833328238429
80,1641.1528370851713,449.7543452158677,0.7848998994202535
81,4015.607080234141,687.5730597691181,0.8538067776905007
82,1663.3278493549678,1763.911209395692,0.485325890853177
83,2908.318745857516,1138.9384862476886,0.7185900423593133
84,1629.0327136364238,156.45771455366275,0.9123726948722651
85,855.046553110837,330.3170560431894,0.7213369353569653
86,617.8802387700741,173.19222997711393,0.7810665434338824
87,3539.4280737036433,1173.966507419238,0.7509297201382275
88,794.7648235407087,622.7969548711799,0.5606562166419958
89,2168.5663342497833,885.6094402173608,0.7100332444448547
90,2212.1821342318035,1122.8384542910812,0.6633188838008349
91,1119.329760609046,415.9793348579294,0.7290582488659026
92,58.379654292289366,644.0081389018956,0.08311598643649762
93,3130.3230174370856,697.3376414116374,0.817816232011178
94,22381.08061040409,166.70836083158792,0.9926064430954069
95,18226.293633343088,1277.264226030511,0.9345112191713962
96,11359.199800477454,1097.6606914412296,0.9118830388962508
97,6742.317790705804,303.9078290517764,0.9568694155634727
98,1093.719081437752,499.1627039661887,0.6866291594642063
99,1.8817750132417033,66.1535424474923,0.02765879668787837
100,8805.1823569579,3747.7748413512145,0.7014428726120375
101,12300.879770791997,288.6730888996499,0.9770704256047168
102,5036.92221092921,940.445848260717,0.8426655613393549
103,11592.956425882856,1129.8539632480442,0.9111946237748478
104,8788.121554402536,691.3309046433133,0.9270705868688012
105,20872.751122206777,3155.1286812102044,0.8686888436672837
106,12193.901930141395,1037.7726925508414,0.9215690589329435
107,395.16603318517764,51.41663073251328,0.8848664874685108
108,604.3129597817474,15.539787826266434,0.9749298718345061
109,406.4286838316425,4.137713664263913,0.9899219378655917
110,3130.7376816084584,45.9613427529971,0.9855317288794031
111,610.7923198986084,338.7999476566656,0.643215347015297
112,84.58212697059776,488.40626616720806,0.14761577718426042
113,13322.197803119436,1704.7125250959289,0.8865560193105654
114,470.3116948518421,156.7410326132014,0.7500353227919907
115,8597.703713095349,1569.7304510148824,0.8456119385010789
116,2181.495267714838,327.9043953407181,0.8693295451624286
117,6131.33126821104,0.0,1.0
118,12513.700375532586,1005.2405372049834,0.9256420644417608
119,14923.2788816682,929.2796873550651,0.9413798294257101
120,9614.911009024938,1381.1209555175774,0.8743982411136035
121,18097.651004346622,1754.8612290692545,0.9116050800807235
122,13784.973002875455,1051.8017274685008,0.9291084655132378
123,12682.434174082464,1322.528539140225,0.9055671502865503
124,24461.7734954108,1893.1711890389415,0.9281663759227705
125,2976.872233466853,645.3629566673567,0.821832950432066
126,2071.5806971181746,268.50448965913847,0.8852586687115807
127,165.9769545405121,230.96935981165166,0.41813451476780883
128,1662.1014155546914,549.0685712473482,0.7516841425468819
129,5177.491595138022,1517.7826223623579,0.7733053833112442
130,336.23441962336074,607.8046067325367,0.3561658048409984
131,2786.7877515201353,403.1045783691793,0.8736306631443054
132,58925.15173503478,6228.708111799169,0.904400013653192
133,20264.46287402622,870.481480251714,0.9588131643187638
134,2193.5433961881317,9043.359728485006,0.1952088909062245
135,8524.757581983333,442.21758931842305,0.950683749997021
136,8234.191826604925,86.7967586973482,0.9895689366945339
137,1882.1219141861093,385.1565897878263,0.8301238294665833
138,1007.8969432378586,659.1261689310942,0.6046088598774678
139,9764.066488264825,1154.1382180944802,0.8942923082013426
140,877.5585797714767,1768.3891609869142,0.3316613424571824
141,321.38303418322323,1223.2580359091767,0.20806324550466487
142,6799.509826518172,571.4739850367414,0.9224697815587539
143,6192.261096704879,1256.8675978199863,0.8312732066578755
144,4665.5012952390325,672.5345532724295,0.8740108586082334
145,14176.706903883707,172.11761306001426,0.9880047586576329
146,13373.269383653032,659.0572883003551,0.9530329286291758
147,28355.467395622523,1112.2926975011724,0.9622539109187086
148,5698.265353464545,1567.0828990045884,0.784307256232072
149,1434.4273303356244,1634.600880677076,0.4673881214869316
150,0.0,130.89395366913323,0.0
151,13884.233948580468,1483.079039230799,0.9034913234078646
152,231.29513131199298,1343.2582084415687,0.14689571034042817
153,2424.4246247539904,1243.7553689011602,0.6609339315266745
154,0.0,178.97027455688706,0.0
155,642.2198905349069,1349.4281163978333,0.3224565225880274
156,644.5864647601506,0.0,1.0
157,241.9909186319495,78.93659783703123,0.7540360555382266
158,18201.87258851166,766.9176543551621,0.9595695010311182
159,3269.6875465154,275.0611848360063,0.9224031925300552
160,9124.769058607866,1557.125399247694,0.8542275992904451
161,3838.6829569968963,391.1717400798766,0.9075212346300658
162,9940.121400581915,214.7976730307637,0.9788479187796867
163,144.80506755319004,97.90546992070372,0.5966163194243902
164,18461.720452604113,543.381588627617,0.9714086466124335
165,1926.097976666649,2159.18555168235,0.4714722890837029
166,10947.06248956955,1647.564248437042,0.869185146752685
167,16713.566878032463,2518.624390730827,0.8690412155570879
168,12727.66160505826,4901.145252843693,0.721980886605108
169,1695.3953925554474,486.2005851058243,0.7771353678296363
170,4259.566192389982,544.8801695962911,0.8865883540906002
171,6414.792883351669,2100.1911300774973,0.7533534852484467
172,7618.94101845478,1493.4323520992948,0.8361093985760938
173,8785.3591395906,1230.9265553249625,0.877107483470664
174,9342.495446072608,1191.1687152560244,0.8869179141263053
175,11303.566759684536,1958.906814247599,0.8522970241314637
176,10825.962951411351,435.4076533877342,0.9613361757935412
177,11090.6751246314,1117.1986184636207,0.9084854052413897
178,5476.847398137335,1732.7393653265863,0.7596617639574569
179,14340.40526885949,1055.635918705475,0.9314345872523329
180,13213.350327816417,1276.2685464747574,0.9119184184520387
181,8795.190639071974,1561.5590284476202,0.8492230594947258
182,17026.126078014117,1866.4212397642405,0.901208597847052
183,36340.458734331325,1207.1003680297144,0.967851429043924
184,18802.994685095793,1936.2378046907797,0.9066388881245091
185,7176.5408314794695,1054.4953672561242,0.8718878957890976
186,26119.03770749603,2786.6428671267277,0.90359532065219
187,16713.83115117141,1496.5694621771327,0.917817872656787
188,1928.8301540150233,345.5797789521707,0.8480573910872226
189,23827.162574215723,1457.6436015012623,0.9423510075034249
190,4226.917846685974,964.2031218517914,0.814259169128284
191,5973.219885787032,1352.4075657593503,0.8153867945504288
192,11423.6785255923,2725.268614716757,0.8073871795765838
193,2594.4196782928275,723.4557376367457,0.7819521088214054
194,9296.35276152927,1496.587733491995,0.8613364231756523
195,7386.805620817819,1159.2316377486877,0.8643544835254867
196,3956.5969124289913,2060.1389563237144,0.6575985715073795
197,358.7106722006379,665.6335599261499,0.35018567093980435
198,6179.0825415588915,6554.808173271105,0.48524702150637117
199,2660.1058478852265,8762.28268510902,0.23288525339523805
200,2533.0324937879177,795.3094331444836,0.7610493601306497
201,4967.496288362691,1714.822609313499,0.7433791120160642
202,11716.35826925302,3033.6061243252498,0.7943312916981685
203,0.0,103.32405892355524,0.0
204,27215.767417928128,13401.18115072342,0.6700593810469911
205,5402.500942568603,1235.5116778004622,0.8138732556775752
206,7011.842270313212,3710.431688454343,0.653951045951373
207,7233.086941477998,386.35362938155504,0.9492937013172386
208,2109.337379010977,267.2708334270401,0.8875410629197216
209,16122.862148310624,3653.3358677894194,0.8152660149936204
210,19572.148130166937,4281.546020755461,0.8205080523936417
211,2597.139644873855,15060.163212524381,0.14708586389713982
212,17947.381031675992,12922.254327483912,0.5813927123810515
213,75.0,4134.506190859311,0.017816816652475292
214,22883.00829672099,2952.287230057649,0.8857265934118089
215,9067.210745911118,691.4888159204584,0.9291412947453549
216,9770.497328933989,1077.80171116776,0.9006478612745127
217,21061.750166153517,3044.280806394283,0.8737128974130522
218,1854.5149547241185,1236.497206332851,0.5999701256723521
219,250.0,2182.1284522492515,0.10279062348405078
220,6314.868766987863,3397.410095554719,0.6501943422714584
221,60.177238417842396,742.1922602647631,0.07499940927047476
222,68.42537168624352,972.778357047685,0.0657175630454634
223,12089.299858381339,2681.9282658327247,0.8184356613221405
224,0.0,221.28577511744479,0.0
225,0.0,85.11597154238945,0.0
226,11415.579088128528,1121.2663381156126,0.9105623224987366
227,3378.8106792019653,1029.4420878972387,0.7664738974179445
228,9895.246570536776,1506.0328401491042,0.8679066808293838
229,6426.966914162916,1637.8886969256273,0.7969103507973957
230,8.142325884489312,173.90552697498802,0.04472629452418958
231,6174.130875310518,1256.5111953818587,0.8309013967530832
232,14921.729015706118,5054.150246536672,0.7469873450782353
233,6478.459381933063,3359.853629045615,0.6584929118136088
234,5.450082592018023,27.38435936971354,0.16598675861067097
235,8440.511081388058,2397.2083176480337,0.7788087853740482
236,19515.69314255726,1393.2204989559214,0.9333671503530542
237,8500.798138767268,866.1315012093237,0.9075330407615309
238,4660.013364702464,882.6557365561766,0.8407525831993576
239,13344.931772797909,251.59031093027988,0.9814959804146257
240,9331.545369019721,2032.4745284769833,0.8211482779148687
241,1389.033591228523,616.9513392630504,0.6924446789777905
242,7358.367118012973,1403.7925646125223,0.8397892054631114
243,3977.8601305100747,1107.577708951857,0.7822060275012535
244,991.5222173794513,292.3232066947277,0.7723065400139343
245,0.0,5.699212660389934,0.0
246,349.5697445422411,1443.4542913865896,0.19496099189833524
247,10494.19629386341,2724.5274558316105,0.7938887666145175
248,14006.675396824578,2581.710927491831,0.8443663610783299
249,13170.483468066885,1665.656116853368,0.8877298162827766
250,16991.297235028815,1943.2941711148815,0.8973680429943505
251,11839.897839945452,2147.3679393924376,0.8464769331426769
252,25813.214140053857,2633.197506506178,0.9074330520410434
253,15012.444386112678,1413.1697358946694,0.9139654855277967
254,14743.305870773827,1001.8840421364148,0.9363688816916129
255,21132.005833092353,599.1146673694748,0.9724305671510707
256,11537.423122201353,497.3839351014067,0.9586712165194545
257,33135.63869168418,1936.5870394582817,0.9447828873392918
258,125.74532806875698,4893.455548436426,0.025052858246293604
259,10381.473246286507,2240.566272253256,0.8224877787015148
260,19694.77996922924,847.3665397834666,0.958749854139552
261,30156.479734514658,1583.9339104143219,0.9500972505231551
262,2095.029485349887,1343.0391786724836,0.6093623164869564
263,8339.053316332289,1188.8528006437882,0.8752241273110801
264,5578.753149687772,1639.9764403859635,0.772816474156194
265,9647.575824467216,1552.8649017401003,0.8613568037455317
266,9156.787300456186,1279.8185981268125,0.8773721446834956
267,10660.564583580435,334.95822298215717,0.9695368534198083
268,12916.730338665371,387.55509673718007,0.9708699051430526
269,16237.871376887433,492.25054839187214,0.9705769897798486
270,10492.4892024092,446.58456922601545,0.9591752849876559
271,9115.190096804403,44.414267851441764,0.995151071369106
272,28491.948992162583,871.2705732371433,0.9703278255541226
273,18226.293633343088,1277.264226030511,0.9345112191713962
274,8072.392574320062,1214.073925888375,0.8692641678230224
275,7417.488609950305,488.1782233211743,0.9382495830374933
276,23327.267269781376,2240.086301973999,0.9123848975731045
277,26.590703301313937,5.1065054990280245,0.8388973132873159
278,8778.627249118777,643.4577903103709,0.9317074949315725
279,26632.209975646994,2069.2206549036237,0.9279053130995817
280,13895.500957550028,1829.3610729266566,0.8836644118478666
281,8563.077457184712,1166.6055924093544,0.8800982944189506
282,14050.869781556223,2005.6227170625589,0.8750896114306977
283,1433.7438490013694,2728.163212730996,0.34449203880217916
284,8774.6705450879,4294.24050834411,0.6714155838396034
285,0.0,1754.7900943710986,0.0
286,10941.640544840395,5647.344767069795,0.6595726223824407
287,4569.654258211537,3107.4268936236267,0.5952332882555483
288,1899.6254532065614,1735.7687330520844,0.5225363071732133
289,5074.089190463241,1597.3282172076315,0.7605713869183174
290,8332.027831914736,3370.686387355039,0.7119739639711237
291,6195.745206595941,3118.7750209383985,0.6651706212716042
292,1333.7165065918816,1237.5972454777234,0.5186906909039773
293,2.8519176569823212,1858.295703991363,0.0015323436055311344
294,11.471265689187598,2256.905774883593,0.0050570365878377195
295,2.6432648856585175,5.907266112630117,0.30913458897319473
296,1.8046437561066435,750.6350311439055,0.0023983899524522723
297,750.6322025839888,1982.1612069276873,0.27467579509353385
298,0.0,125.8333844281576,0.0
299,6537.831025406934,3551.51852437041,0.6479933114767754
300,230.0884394363461,0.12065718441590434,0.9994758800317319
301,59.84669754846241,741.7703018164676,0.07465747058242916
302,0.0,99.75673342969671,0.0
303,7240.362132425866,693.855498554417,0.9125489706955908
304,502.8815850670551,399.77795707892324,0.5571110275658383
305,938.6946502401365,1230.1324122034475,0.4328121252703863
306,10660.654257095981,11556.674940057486,0.47983509460092294
307,43688.796335140025,3151.5108774417095,0.9327179716576414
308,15172.549841141088,3833.2059910478856,0.7983134148995116
309,28668.78276179777,3406.9817902235445,0.8937833021969589
310,12456.346608362173,618.5548925701496,0.9526914300252248
311,3507.8802458938535,876.3620130290146,0.8001109516141743
312,1397.4925090325996,485.29082161111137,0.7422481845294467
313,23.74995088121019,444.8609630204737,0.050681599972707866
314,4425.985211163521,434.47156072277994,0.9106109608389408
315,1553.1322503456154,1953.310057855092,0.44293677574937435
316,3206.2062004319064,689.0056354153048,0.8231147202125284
317,6500.523131312783,5700.861948028004,0.5327692789828736
318,1745.1759173563246,883.2230514940061,0.6639691835367253
319,5916.565501381743,3506.314333773249,0.627893553232861
320,7659.012583750969,2717.759472594963,0.7380920137941247
321,0.0,869.6670674752515,0.0
322,0.8450682292695787,221.14932003631864,0.0038067098716863122
323,2094.066159739757,1256.6793808142716,0.6249552926043778
324,6.604563862236757,736.9868719762177,0.008881979463345516
325,0.0,298.53705472689546,0.0
326,3700.0745644181907,1438.6343894681659,0.7200397215763426
327,0.0,131.07981702327004,0.0
328,13952.450670886405,577.1856529066245,0.9602752856269738
329,7927.016648799309,648.1282378755559,0.9244178090935001
330,25815.79803294407,3559.2649787079063,0.8788337925506379
331,5000.0,3622.944780492522,0.5798483148484701
332,29462.063396340192,3999.7867831694457,0.8804672556444977
333,44171.893057226014,10304.972390274903,0.8108376407925718
334,0.0,135.4918504464767,0.0
335,17295.854187148583,1861.1430292103105,0.9028478728586435
336,0.0,13.165777947694453,0.0
337,438.9359826517296,324.93484526448555,0.5746206905807825
338,41816.0915217049,9772.403995955123,0.8105700912985573
339,1092.5097260627194,6630.831698394699,0.14145557810031306
340,7982.1500901006175,4092.245392825348,0.6610807225411767
341,991.8961359217387,2167.3248863706904,0.31396857925501775
342,3738.378810917589,494.27028576327893,0.8832243650552386
343,1450.8267551937531,1658.362786023701,0.4666253812965221
344,5647.77004148463,1662.200908778601,0.772611831142948
345,400.0,4687.7609673498255,0.07862004574644096
346,1431.0014137998107,134.82893444046363,0.9138930123611486
347,12170.376691944857,1094.2050952426798,0.9175092654410266
348,172.74708354766827,2.842170943040401e-14,0.9999999999999999
349,2889.280253678474,1669.4049622681268,0.6337968332561259
350,98.88540154848262,407.7025057761084,0.1951988985894265
351,4053.9210027043796,1744.990005863387,0.6990831548742166
352,77417.67605316256,10093.973816189988,0.88465565634679
353,10210.431736318777,2471.910190993194,0.8050904000885019
354,10598.924145475947,1273.9585232513364,0.8927001505197306
355,276.9593664513504,468.3939531647422,0.37158131474346046
356,17.662101453937694,230.25731184228715,0.07124130062712859
357,130.405236345215,156.65677018168358,0.4542754993005166
358,16686.849335350104,1378.3442429477145,0.9237016621508249
359,2727.7364960684363,1309.1901551300402,0.6756963234044964
360,5484.307340095585,975.0573707955082,0.8490474815346051
361,19824.709592193554,3578.713915134398,0.8470858798066936
362,169.68444121134888,462.3454924405327,0.2684753239944013
363,30.530522587814133,35.22976353557421,0.46426991711271814
364,13411.80733273498,1996.828808702825,0.8704084650728537
365,3921.568103572779,1952.7024496289546,0.6675838417819134
366,0.0,17.96044476972316,0.0
367,1236.189339699592,1139.712921262184,0.52030311179517
368,768.0446405410129,271.59379565609595,0.7387612979666678
369,12237.887787081083,7198.742938773925,0.6296301020321383
370,40.364107918476186,653.576241163062,0.05816653833704861
371,200.0,1880.7306973194413,0.09612007947864445
372,2.2807478487019752,621.4809143479629,0.003656441212930592
373,0.0,184.11317465576957,0.0
374,0.0,824.0193160489924,0.0
375,0.0,157.18340056066856,0.0
376,0.0,459.57291830338676,0.0
377,0.0,222.6671914720132,0.0
